concept_group,term,match_type,priority,include,reference_count,total_hit_count,reference_ids,reference_hit_counts,evidence_terms,notes
ai_methods,xtrakto,phrase,medium,1,1,5,STAGE04_WORD2VEC,STAGE04_WORD2VEC:5,NLP,Stage 04 Word2Vec reviewed expansion; seed_count=1; best_rank=7; max_similarity=0.651671; mean_similarity=0.651671; review_decision=accept
ai_activity,chatgpt-type,phrase,medium,1,1,6,STAGE04_WORD2VEC,STAGE04_WORD2VEC:6,AI implementation,Stage 04 Word2Vec reviewed expansion; seed_count=1; best_rank=10; max_similarity=0.617802; mean_similarity=0.617802; review_decision=accept
ai_methods;ai_technology;gen_ai,nvidia nemo,phrase,medium,1,5,13,STAGE04_WORD2VEC,STAGE04_WORD2VEC:13,AI application;GPT-3;Generative AI models;LLM;reinforcement learning,Stage 04 Word2Vec reviewed expansion; seed_count=5; best_rank=34; max_similarity=0.699253; mean_similarity=0.669640; review_decision=accept
ai_methods;ai_technology;ai_workforce;gen_ai,deepspeed,phrase,medium,1,5,5,STAGE04_WORD2VEC,STAGE04_WORD2VEC:5,AI application;AI models;AI skills;LLM;supervised learning,Stage 04 Word2Vec reviewed expansion; seed_count=5; best_rank=18; max_similarity=0.686583; mean_similarity=0.677423; review_decision=accept
ai_activity;gen_ai,adobe sensei,phrase,medium,1,4,108,STAGE04_WORD2VEC,STAGE04_WORD2VEC:108,AI capabilities;AI investments;Generative AI;Generative AI technologies,Stage 04 Word2Vec reviewed expansion; seed_count=4; best_rank=37; max_similarity=0.698169; mean_similarity=0.646229; review_decision=accept
ai_technology;gen_ai,chatspot,phrase,medium,1,4,47,STAGE04_WORD2VEC,STAGE04_WORD2VEC:47,AI tool;ChatGPT;GPT-3;GPT-4,Stage 04 Word2Vec reviewed expansion; seed_count=4; best_rank=23; max_similarity=0.694838; mean_similarity=0.661349; review_decision=accept
ai_methods;ai_technology;core_ai;gen_ai,omniverse replicator,phrase,medium,1,4,12,STAGE04_WORD2VEC,STAGE04_WORD2VEC:12,AI models;LLMs;neural network;supervised learning,Stage 04 Word2Vec reviewed expansion; seed_count=4; best_rank=37; max_similarity=0.686218; mean_similarity=0.679249; review_decision=accept
ai_technology;gen_ai,taskgpt,phrase,medium,1,4,24,STAGE04_WORD2VEC,STAGE04_WORD2VEC:24,AI tool;Generative AI technologies;Generative AI technology;Generative AI tools,Stage 04 Word2Vec reviewed expansion; seed_count=4; best_rank=13; max_similarity=0.685331; mean_similarity=0.667606; review_decision=accept
ai_activity;ai_technology;gen_ai,comate,phrase,medium,1,4,8,STAGE04_WORD2VEC,STAGE04_WORD2VEC:8,AI investment;AI technology;ChatGPT;Generative AI technology,Stage 04 Word2Vec reviewed expansion; seed_count=4; best_rank=36; max_similarity=0.683598; mean_similarity=0.619336; review_decision=accept
ai_activity;core_ai;gen_ai,apixio's,phrase,medium,1,4,5,STAGE04_WORD2VEC,STAGE04_WORD2VEC:5,AI implementation;AI investment;artificial intelligence technologies;generative artificial intelligence,Stage 04 Word2Vec reviewed expansion; seed_count=4; best_rank=25; max_similarity=0.681148; mean_similarity=0.597719; review_decision=accept
gen_ai,esre,phrase,medium,1,3,61,STAGE04_WORD2VEC,STAGE04_WORD2VEC:61,GPT-3;GPT-4;LLM,Stage 04 Word2Vec reviewed expansion; seed_count=3; best_rank=33; max_similarity=0.699866; mean_similarity=0.666834; review_decision=accept
ai_methods;core_ai,segformer,phrase,medium,1,3,5,STAGE04_WORD2VEC,STAGE04_WORD2VEC:5,image recognition;neural network;supervised learning,Stage 04 Word2Vec reviewed expansion; seed_count=3; best_rank=32; max_similarity=0.697418; mean_similarity=0.668124; review_decision=accept
ai_technology;gen_ai,qianwen,phrase,medium,1,3,7,STAGE04_WORD2VEC,STAGE04_WORD2VEC:7,AI model;GPT-3;large language model,Stage 04 Word2Vec reviewed expansion; seed_count=3; best_rank=29; max_similarity=0.688468; mean_similarity=0.672505; review_decision=accept
ai_methods;core_ai,tensors,phrase,medium,1,3,7,STAGE04_WORD2VEC,STAGE04_WORD2VEC:7,neural network;neural networks;supervised learning,Stage 04 Word2Vec reviewed expansion; seed_count=3; best_rank=39; max_similarity=0.687224; mean_similarity=0.678226; review_decision=accept
ai_methods;ai_technology,vector embeddings,phrase,medium,1,3,14,STAGE04_WORD2VEC,STAGE04_WORD2VEC:14,AI model;NLP;supervised learning,Stage 04 Word2Vec reviewed expansion; seed_count=3; best_rank=36; max_similarity=0.685047; mean_similarity=0.651826; review_decision=accept
ai_workforce;gen_ai,aws sagemaker,phrase,medium,1,3,13,STAGE04_WORD2VEC,STAGE04_WORD2VEC:13,AI skills;GPT-4;Generative AI technologies,Stage 04 Word2Vec reviewed expansion; seed_count=3; best_rank=19; max_similarity=0.683059; mean_similarity=0.663656; review_decision=accept
ai_methods;gen_ai,retrieval augmented,phrase,medium,1,3,26,STAGE04_WORD2VEC,STAGE04_WORD2VEC:26,NLP;generative artificial intelligence;reinforcement learning,Stage 04 Word2Vec reviewed expansion; seed_count=3; best_rank=14; max_similarity=0.670165; mean_similarity=0.645883; review_decision=accept
ai_methods;automation_robotics,self-driving cars,phrase,medium,1,2,878,STAGE04_WORD2VEC,STAGE04_WORD2VEC:878,computer vision;robotics,Stage 04 Word2Vec reviewed expansion; seed_count=2; best_rank=25; max_similarity=0.697138; mean_similarity=0.660567; review_decision=accept
ai_methods,voice-to-text,phrase,medium,1,2,65,STAGE04_WORD2VEC,STAGE04_WORD2VEC:65,image recognition;natural language processing,Stage 04 Word2Vec reviewed expansion; seed_count=2; best_rank=23; max_similarity=0.694200; mean_similarity=0.686172; review_decision=accept
ai_methods;ai_technology,clova's,phrase,medium,1,2,10,STAGE04_WORD2VEC,STAGE04_WORD2VEC:10,AI technology;NLP,Stage 04 Word2Vec reviewed expansion; seed_count=2; best_rank=42; max_similarity=0.693262; mean_similarity=0.645946; review_decision=accept
core_ai,convolution,phrase,medium,1,2,82,STAGE04_WORD2VEC,STAGE04_WORD2VEC:82,neural network;neural networks,Stage 04 Word2Vec reviewed expansion; seed_count=2; best_rank=20; max_similarity=0.691764; mean_similarity=0.686923; review_decision=accept
gen_ai,codewhisperer,phrase,medium,1,2,16,STAGE04_WORD2VEC,STAGE04_WORD2VEC:16,ChatGPT;GPT-3,Stage 04 Word2Vec reviewed expansion; seed_count=2; best_rank=17; max_similarity=0.689507; mean_similarity=0.688043; review_decision=accept
ai_activity;ai_technology,instinct accelerators,phrase,medium,1,2,12,STAGE04_WORD2VEC,STAGE04_WORD2VEC:12,AI adoption;AI applications,Stage 04 Word2Vec reviewed expansion; seed_count=2; best_rank=28; max_similarity=0.686156; mean_similarity=0.631752; review_decision=accept
ai_methods;ai_technology,embeddings,phrase,medium,1,2,42,STAGE04_WORD2VEC,STAGE04_WORD2VEC:42,AI model;supervised learning,Stage 04 Word2Vec reviewed expansion; seed_count=2; best_rank=32; max_similarity=0.684946; mean_similarity=0.678275; review_decision=accept
core_ai,fp8,phrase,medium,1,2,8,STAGE04_WORD2VEC,STAGE04_WORD2VEC:8,neural network;neural networks,Stage 04 Word2Vec reviewed expansion; seed_count=2; best_rank=31; max_similarity=0.683537; mean_similarity=0.677038; review_decision=accept
ai_activity;ai_technology,h100 gpus,phrase,medium,1,2,10,STAGE04_WORD2VEC,STAGE04_WORD2VEC:10,AI application;AI investments,Stage 04 Word2Vec reviewed expansion; seed_count=2; best_rank=13; max_similarity=0.675104; mean_similarity=0.599536; review_decision=accept
core_ai,deep-learned,phrase,medium,1,2,6,STAGE04_WORD2VEC,STAGE04_WORD2VEC:6,artificial intelligence technologies;artificial intelligence technology,Stage 04 Word2Vec reviewed expansion; seed_count=2; best_rank=37; max_similarity=0.669885; mean_similarity=0.665182; review_decision=accept
ai_activity;ai_workforce,deepui,phrase,medium,1,2,7,STAGE04_WORD2VEC,STAGE04_WORD2VEC:7,AI integration;AI skills,Stage 04 Word2Vec reviewed expansion; seed_count=2; best_rank=40; max_similarity=0.665769; mean_similarity=0.656434; review_decision=accept
ai_activity;core_ai,ml-driven,phrase,medium,1,2,28,STAGE04_WORD2VEC,STAGE04_WORD2VEC:28,AI integration;artificial intelligence technologies,Stage 04 Word2Vec reviewed expansion; seed_count=2; best_rank=41; max_similarity=0.663352; mean_similarity=0.652291; review_decision=accept
ai_technology;core_ai,ibm's watson,phrase,medium,1,2,44,STAGE04_WORD2VEC,STAGE04_WORD2VEC:44,AI tool;artificial intelligence technology,Stage 04 Word2Vec reviewed expansion; seed_count=2; best_rank=16; max_similarity=0.662400; mean_similarity=0.654740; review_decision=accept
ai_activity;core_ai,ml-powered,phrase,medium,1,2,24,STAGE04_WORD2VEC,STAGE04_WORD2VEC:24,AI integration;artificial intelligence technology,Stage 04 Word2Vec reviewed expansion; seed_count=2; best_rank=33; max_similarity=0.661184; mean_similarity=0.655504; review_decision=accept
automation_robotics;core_ai,wipro holmes,phrase,medium,1,2,32,STAGE04_WORD2VEC,STAGE04_WORD2VEC:32,artificial intelligence technologies;robotic process automation,Stage 04 Word2Vec reviewed expansion; seed_count=2; best_rank=44; max_similarity=0.660925; mean_similarity=0.651138; review_decision=accept
ai_methods;core_ai,kaldi,phrase,medium,1,2,8,STAGE04_WORD2VEC,STAGE04_WORD2VEC:8,image recognition;neural network,Stage 04 Word2Vec reviewed expansion; seed_count=2; best_rank=32; max_similarity=0.660405; mean_similarity=0.657202; review_decision=accept
automation_robotics,trucap+,phrase,medium,1,2,7,STAGE04_WORD2VEC,STAGE04_WORD2VEC:7,robotic process automation;robotics,Stage 04 Word2Vec reviewed expansion; seed_count=2; best_rank=34; max_similarity=0.656666; mean_similarity=0.631850; review_decision=accept
ai_activity;ai_technology,modelserve,phrase,medium,1,2,5,STAGE04_WORD2VEC,STAGE04_WORD2VEC:5,AI implementation;AI model,Stage 04 Word2Vec reviewed expansion; seed_count=2; best_rank=12; max_similarity=0.656032; mean_similarity=0.636761; review_decision=accept
ai_activity,nvidia-accelerated,phrase,medium,1,2,13,STAGE04_WORD2VEC,STAGE04_WORD2VEC:13,AI adoption;AI solutions,Stage 04 Word2Vec reviewed expansion; seed_count=2; best_rank=15; max_similarity=0.650886; mean_similarity=0.619144; review_decision=accept
ai_methods,auto-tagging,phrase,medium,1,2,6,STAGE04_WORD2VEC,STAGE04_WORD2VEC:6,NLP;image recognition,Stage 04 Word2Vec reviewed expansion; seed_count=2; best_rank=35; max_similarity=0.643734; mean_similarity=0.626527; review_decision=accept
ai_methods,denoise,phrase,medium,1,1,8,STAGE04_WORD2VEC,STAGE04_WORD2VEC:8,supervised learning,Stage 04 Word2Vec reviewed expansion; seed_count=1; best_rank=30; max_similarity=0.698811; mean_similarity=0.698811; review_decision=accept
core_ai,lensai,phrase,medium,1,1,22,STAGE04_WORD2VEC,STAGE04_WORD2VEC:22,artificial intelligence technologies,Stage 04 Word2Vec reviewed expansion; seed_count=1; best_rank=16; max_similarity=0.695426; mean_similarity=0.695426; review_decision=accept
ai_exposure,mist-ified,phrase,medium,1,1,7,STAGE04_WORD2VEC,STAGE04_WORD2VEC:7,AI exposure,Stage 04 Word2Vec reviewed expansion; seed_count=1; best_rank=26; max_similarity=0.693543; mean_similarity=0.693543; review_decision=accept
core_ai,aiware's,phrase,medium,1,1,16,STAGE04_WORD2VEC,STAGE04_WORD2VEC:16,artificial intelligence technologies,Stage 04 Word2Vec reviewed expansion; seed_count=1; best_rank=20; max_similarity=0.687890; mean_similarity=0.687890; review_decision=accept
ai_workforce,neuronets,phrase,medium,1,1,6,STAGE04_WORD2VEC,STAGE04_WORD2VEC:6,AI skills,Stage 04 Word2Vec reviewed expansion; seed_count=1; best_rank=15; max_similarity=0.686932; mean_similarity=0.686932; review_decision=accept
ai_workforce,mlops,phrase,medium,1,1,95,STAGE04_WORD2VEC,STAGE04_WORD2VEC:95,AI skills,Stage 04 Word2Vec reviewed expansion; seed_count=1; best_rank=18; max_similarity=0.684716; mean_similarity=0.684716; review_decision=accept
gen_ai,alphafold,phrase,medium,1,1,98,STAGE04_WORD2VEC,STAGE04_WORD2VEC:98,GPT-3,Stage 04 Word2Vec reviewed expansion; seed_count=1; best_rank=25; max_similarity=0.679882; mean_similarity=0.679882; review_decision=accept
core_ai,tensorflow,phrase,medium,1,1,342,STAGE04_WORD2VEC,STAGE04_WORD2VEC:342,neural network,Stage 04 Word2Vec reviewed expansion; seed_count=1; best_rank=28; max_similarity=0.672941; mean_similarity=0.672941; review_decision=accept
ai_technology,pretrain,phrase,medium,1,1,12,STAGE04_WORD2VEC,STAGE04_WORD2VEC:12,AI model,Stage 04 Word2Vec reviewed expansion; seed_count=1; best_rank=30; max_similarity=0.672725; mean_similarity=0.672725; review_decision=accept
ai_methods,micro-expression,phrase,medium,1,1,12,STAGE04_WORD2VEC,STAGE04_WORD2VEC:12,image recognition,Stage 04 Word2Vec reviewed expansion; seed_count=1; best_rank=25; max_similarity=0.668769; mean_similarity=0.668769; review_decision=accept
ai_applications,alphazero,phrase,medium,1,1,6,STAGE04_WORD2VEC,STAGE04_WORD2VEC:6,AI analyst,Stage 04 Word2Vec reviewed expansion; seed_count=1; best_rank=11; max_similarity=0.667501; mean_similarity=0.667501; review_decision=accept
ai_applications,dnabert,phrase,medium,1,1,7,STAGE04_WORD2VEC,STAGE04_WORD2VEC:7,AI analyst,Stage 04 Word2Vec reviewed expansion; seed_count=1; best_rank=15; max_similarity=0.664382; mean_similarity=0.664382; review_decision=accept
automation_robotics,watsonx orchestrate,phrase,medium,1,1,11,STAGE04_WORD2VEC,STAGE04_WORD2VEC:11,robotic process automation,Stage 04 Word2Vec reviewed expansion; seed_count=1; best_rank=29; max_similarity=0.663598; mean_similarity=0.663598; review_decision=accept
ai_activity,ml-enabled,phrase,medium,1,1,10,STAGE04_WORD2VEC,STAGE04_WORD2VEC:10,AI integration,Stage 04 Word2Vec reviewed expansion; seed_count=1; best_rank=15; max_similarity=0.659358; mean_similarity=0.659358; review_decision=accept
ai_activity,google's tensorflow,phrase,medium,1,1,18,STAGE04_WORD2VEC,STAGE04_WORD2VEC:18,AI integration,Stage 04 Word2Vec reviewed expansion; seed_count=1; best_rank=19; max_similarity=0.658198; mean_similarity=0.658198; review_decision=accept
ai_applications,trucontext,phrase,medium,1,1,6,STAGE04_WORD2VEC,STAGE04_WORD2VEC:6,AI analyst,Stage 04 Word2Vec reviewed expansion; seed_count=1; best_rank=29; max_similarity=0.649673; mean_similarity=0.649673; review_decision=accept
automation_robotics,vision-guided,phrase,medium,1,1,19,STAGE04_WORD2VEC,STAGE04_WORD2VEC:19,robotics,Stage 04 Word2Vec reviewed expansion; seed_count=1; best_rank=18; max_similarity=0.641467; mean_similarity=0.641467; review_decision=accept
ai_methods,nlq,phrase,medium,1,1,6,STAGE04_WORD2VEC,STAGE04_WORD2VEC:6,NLP,Stage 04 Word2Vec reviewed expansion; seed_count=1; best_rank=19; max_similarity=0.625436; mean_similarity=0.625436; review_decision=accept
automation_robotics,dfvision,phrase,medium,1,1,7,STAGE04_WORD2VEC,STAGE04_WORD2VEC:7,robotics,Stage 04 Word2Vec reviewed expansion; seed_count=1; best_rank=28; max_similarity=0.622276; mean_similarity=0.622276; review_decision=accept
ai_activity,ai-centric,phrase,medium,1,1,76,STAGE04_WORD2VEC,STAGE04_WORD2VEC:76,AI adoption,Stage 04 Word2Vec reviewed expansion; seed_count=1; best_rank=13; max_similarity=0.588622; mean_similarity=0.588622; review_decision=accept
ai_activity,ai-oriented,phrase,medium,1,1,32,STAGE04_WORD2VEC,STAGE04_WORD2VEC:32,AI adoption,Stage 04 Word2Vec reviewed expansion; seed_count=1; best_rank=14; max_similarity=0.588322; mean_similarity=0.588322; review_decision=accept
ai_activity,aigc-related,phrase,medium,1,1,10,STAGE04_WORD2VEC,STAGE04_WORD2VEC:10,AI adoption,Stage 04 Word2Vec reviewed expansion; seed_count=1; best_rank=24; max_similarity=0.581563; mean_similarity=0.581563; review_decision=accept
ai_activity,generative ai-related,phrase,medium,1,1,25,STAGE04_WORD2VEC,STAGE04_WORD2VEC:25,AI adoption,Stage 04 Word2Vec reviewed expansion; seed_count=1; best_rank=29; max_similarity=0.576981; mean_similarity=0.576981; review_decision=accept
ai_activity,ai-native,phrase,medium,1,1,39,STAGE04_WORD2VEC,STAGE04_WORD2VEC:39,AI adoption,Stage 04 Word2Vec reviewed expansion; seed_count=1; best_rank=48; max_similarity=0.562393; mean_similarity=0.562393; review_decision=accept
ai_activity,ai-like,phrase,medium,1,1,14,STAGE04_WORD2VEC,STAGE04_WORD2VEC:14,AI investments,Stage 04 Word2Vec reviewed expansion; seed_count=1; best_rank=25; max_similarity=0.542131; mean_similarity=0.542131; review_decision=accept
gen_ai,gpt's,phrase,medium,1,1,227,STAGE04_WORD2VEC,STAGE04_WORD2VEC:227,GPT,Stage 04 Word2Vec reviewed expansion; seed_count=1; best_rank=26; max_similarity=0.541121; mean_similarity=0.541121; review_decision=accept
ai_activity;ai_methods;ai_technology;ai_workforce;automation_robotics;core_ai;gen_ai,gen ai,phrase,medium,1,26,2739,STAGE04_WORD2VEC,STAGE04_WORD2VEC:2739,AI adoption;AI application;AI applications;AI capabilities;AI investment;AI investments;AI models;AI skills;AI solutions;AI technologies;AI technology;AI tools;ChatGPT;GPT-4;Generative AI;Generative AI technologies;Generative AI technology;Generative AI tools;LLM;LLMs;NLP;artificial intelligence;generative artificial intelligence;large language model;large language models;robotic process automation,Stage 04 Word2Vec reviewed expansion; seed_count=26; best_rank=1; max_similarity=0.938148; mean_similarity=0.711501; review_decision=accept
ai_activity;ai_methods;ai_technology;automation_robotics;core_ai;gen_ai,ai ml,phrase,medium,1,25,1542,STAGE04_WORD2VEC,STAGE04_WORD2VEC:1542,AI application;AI applications;AI capabilities;AI investments;AI models;AI solutions;AI technologies;AI technology;AI tools;Generative AI;Generative AI technologies;LLM;LLMs;NLP;artificial intelligence;artificial intelligence technologies;computer vision;deep learning;generative artificial intelligence;large language model;large language models;machine learning;natural language processing;neural networks;robotic process automation,Stage 04 Word2Vec reviewed expansion; seed_count=25; best_rank=4; max_similarity=0.839201; mean_similarity=0.722629; review_decision=accept
ai_activity;ai_technology;automation_robotics;gen_ai,genai,phrase,medium,1,23,1624,STAGE04_WORD2VEC,STAGE04_WORD2VEC:1624,AI adoption;AI application;AI capabilities;AI investment;AI investments;AI models;AI solutions;AI technologies;AI tools;ChatGPT;GPT-3;GPT-4;Generative AI;Generative AI models;Generative AI technologies;Generative AI technology;Generative AI tools;LLM;LLMs;generative artificial intelligence;large language model;large language models;robotic process automation,Stage 04 Word2Vec reviewed expansion; seed_count=23; best_rank=3; max_similarity=0.906906; mean_similarity=0.697901; review_decision=accept
ai_activity;ai_methods;ai_technology;core_ai;gen_ai,recommender systems,phrase,medium,1,21,140,STAGE04_WORD2VEC,STAGE04_WORD2VEC:140,AI applications;AI investment;AI investments;AI model;AI models;AI technologies;ChatGPT;GPT-3;Generative AI;Generative AI models;LLMs;NLP;artificial intelligence;deep learning;generative artificial intelligence;image recognition;large language model;large language models;natural language processing;neural networks;reinforcement learning,Stage 04 Word2Vec reviewed expansion; seed_count=21; best_rank=12; max_similarity=0.778512; mean_similarity=0.681469; review_decision=accept
ai_activity;ai_methods;ai_technology;core_ai;gen_ai,ai-based,phrase,medium,1,20,2295,STAGE04_WORD2VEC,STAGE04_WORD2VEC:2295,AI application;AI capabilities;AI integration;AI model;AI solutions;AI technologies;AI technology;AI tool;AI tools;NLP;artificial intelligence;artificial intelligence technologies;artificial intelligence technology;computer vision;deep learning;generative artificial intelligence;image recognition;machine learning;natural language processing;reinforcement learning,Stage 04 Word2Vec reviewed expansion; seed_count=20; best_rank=4; max_similarity=0.822826; mean_similarity=0.720094; review_decision=accept
ai_activity;ai_methods;ai_technology;automation_robotics;core_ai;gen_ai,artificial intelligence machine learning,phrase,medium,1,19,767,STAGE04_WORD2VEC,STAGE04_WORD2VEC:767,AI applications;AI capabilities;AI solutions;AI technologies;AI technology;AI tools;Generative AI;artificial intelligence;artificial intelligence technologies;artificial intelligence technology;computer vision;deep learning;generative artificial intelligence;image recognition;large language models;machine learning;natural language processing;robotic process automation;robotics,Stage 04 Word2Vec reviewed expansion; seed_count=19; best_rank=2; max_similarity=0.902828; mean_similarity=0.733897; review_decision=accept
ai_activity;ai_methods;ai_technology;core_ai;gen_ai,machine-learning,phrase,medium,1,19,498,STAGE04_WORD2VEC,STAGE04_WORD2VEC:498,AI capabilities;AI model;AI models;AI solutions;AI technologies;AI technology;NLP;artificial intelligence;artificial intelligence technologies;artificial intelligence technology;computer vision;deep learning;image recognition;large language model;machine learning;natural language processing;neural network;neural networks;reinforcement learning,Stage 04 Word2Vec reviewed expansion; seed_count=19; best_rank=2; max_similarity=0.866224; mean_similarity=0.721781; review_decision=accept
ai_methods;ai_technology;ai_workforce;core_ai;gen_ai,large-language models,phrase,medium,1,19,15,STAGE04_WORD2VEC,STAGE04_WORD2VEC:15,AI model;AI models;AI skills;AI tool;AI tools;ChatGPT;GPT-3;Generative AI models;Generative AI technologies;Generative AI technology;Generative AI tools;LLM;LLMs;generative artificial intelligence;large language model;large language models;neural networks;reinforcement learning;supervised learning,Stage 04 Word2Vec reviewed expansion; seed_count=19; best_rank=6; max_similarity=0.755986; mean_similarity=0.687483; review_decision=accept
ai_activity;ai_methods;ai_technology;automation_robotics;core_ai;gen_ai,ai-enabled,phrase,medium,1,18,1198,STAGE04_WORD2VEC,STAGE04_WORD2VEC:1198,AI application;AI applications;AI capabilities;AI integration;AI solutions;AI technologies;AI technology;AI tool;AI tools;Generative AI technology;artificial intelligence;artificial intelligence technologies;artificial intelligence technology;computer vision;generative artificial intelligence;machine learning;natural language processing;robotic process automation,Stage 04 Word2Vec reviewed expansion; seed_count=18; best_rank=8; max_similarity=0.785959; mean_similarity=0.707641; review_decision=accept
ai_methods;ai_technology;core_ai;gen_ai,gpt3,phrase,medium,1,18,7,STAGE04_WORD2VEC,STAGE04_WORD2VEC:7,AI model;AI models;ChatGPT;GPT-3;GPT-4;Generative AI;Generative AI models;Generative AI technologies;Generative AI tools;LLM;LLMs;NLP;large language model;large language models;neural network;neural networks;reinforcement learning;supervised learning,Stage 04 Word2Vec reviewed expansion; seed_count=18; best_rank=3; max_similarity=0.768703; mean_similarity=0.709327; review_decision=accept
ai_activity;ai_methods;ai_technology;core_ai;gen_ai,deep learning-based,phrase,medium,1,18,39,STAGE04_WORD2VEC,STAGE04_WORD2VEC:39,AI application;AI integration;AI model;AI technologies;AI technology;AI tool;NLP;artificial intelligence;artificial intelligence technologies;artificial intelligence technology;computer vision;deep learning;generative artificial intelligence;image recognition;machine learning;natural language processing;neural network;reinforcement learning,Stage 04 Word2Vec reviewed expansion; seed_count=18; best_rank=3; max_similarity=0.755408; mean_similarity=0.695066; review_decision=accept
ai_activity;ai_methods;ai_technology;core_ai;gen_ai,ai-powered,phrase,medium,1,17,2339,STAGE04_WORD2VEC,STAGE04_WORD2VEC:2339,AI capabilities;AI integration;AI model;AI solutions;AI technologies;AI technology;AI tool;AI tools;Generative AI;Generative AI technology;NLP;artificial intelligence;artificial intelligence technologies;artificial intelligence technology;image recognition;machine learning;natural language processing,Stage 04 Word2Vec reviewed expansion; seed_count=17; best_rank=2; max_similarity=0.798902; mean_similarity=0.708161; review_decision=accept
ai_methods;ai_technology;ai_workforce;core_ai;gen_ai,pretrained models,phrase,medium,1,17,78,STAGE04_WORD2VEC,STAGE04_WORD2VEC:78,AI application;AI model;AI models;AI skills;ChatGPT;GPT-4;Generative AI models;Generative AI technologies;Generative AI tools;LLM;LLMs;deep learning;large language model;large language models;neural networks;reinforcement learning;supervised learning,Stage 04 Word2Vec reviewed expansion; seed_count=17; best_rank=3; max_similarity=0.770889; mean_similarity=0.702383; review_decision=accept
ai_activity;ai_methods;ai_workforce;gen_ai,chatgpts,phrase,medium,1,17,13,STAGE04_WORD2VEC,STAGE04_WORD2VEC:13,AI adoption;AI investment;AI skills;ChatGPT;GPT-3;GPT-4;Generative AI;Generative AI models;Generative AI technologies;Generative AI technology;Generative AI tools;LLM;LLMs;generative artificial intelligence;large language model;large language models;supervised learning,Stage 04 Word2Vec reviewed expansion; seed_count=17; best_rank=8; max_similarity=0.737897; mean_similarity=0.687734; review_decision=accept
ai_activity;ai_methods;ai_technology;core_ai,machine learning algorithms,phrase,medium,1,15,952,STAGE04_WORD2VEC,STAGE04_WORD2VEC:952,AI capabilities;AI model;AI models;AI technologies;AI technology;AI tools;artificial intelligence;computer vision;deep learning;image recognition;machine learning;natural language processing;neural network;neural networks;reinforcement learning,Stage 04 Word2Vec reviewed expansion; seed_count=15; best_rank=2; max_similarity=0.875958; mean_similarity=0.743165; review_decision=accept
ai_activity;ai_technology;ai_workforce;gen_ai,chatgpt-4,phrase,medium,1,15,13,STAGE04_WORD2VEC,STAGE04_WORD2VEC:13,AI investments;AI models;AI skills;ChatGPT;GPT-3;GPT-4;Generative AI;Generative AI models;Generative AI technologies;Generative AI technology;Generative AI tools;LLM;LLMs;large language model;large language models,Stage 04 Word2Vec reviewed expansion; seed_count=15; best_rank=12; max_similarity=0.739950; mean_similarity=0.693073; review_decision=accept
ai_activity;gen_ai,openai,phrase,medium,1,13,1011,STAGE04_WORD2VEC,STAGE04_WORD2VEC:1011,AI investment;ChatGPT;GPT-3;GPT-4;Generative AI;Generative AI models;Generative AI technologies;Generative AI technology;Generative AI tools;LLM;LLMs;large language model;large language models,Stage 04 Word2Vec reviewed expansion; seed_count=13; best_rank=5; max_similarity=0.794116; mean_similarity=0.707671; review_decision=accept
ai_activity;ai_technology;ai_workforce;gen_ai,llm's,phrase,medium,1,13,18,STAGE04_WORD2VEC,STAGE04_WORD2VEC:18,AI models;AI skills;AI solutions;AI tools;Generative AI models;Generative AI technologies;Generative AI technology;Generative AI tools;LLM;LLMs;generative artificial intelligence;large language model;large language models,Stage 04 Word2Vec reviewed expansion; seed_count=13; best_rank=1; max_similarity=0.777204; mean_similarity=0.700695; review_decision=accept
ai_activity;ai_methods;ai_technology;core_ai;gen_ai,ai-driven,phrase,medium,1,13,2791,STAGE04_WORD2VEC,STAGE04_WORD2VEC:2791,AI capabilities;AI integration;AI solutions;AI technologies;AI technology;AI tools;Generative AI;artificial intelligence;artificial intelligence technologies;artificial intelligence technology;generative artificial intelligence;machine learning;natural language processing,Stage 04 Word2Vec reviewed expansion; seed_count=13; best_rank=9; max_similarity=0.774076; mean_similarity=0.706340; review_decision=accept
ai_methods;ai_technology;core_ai;gen_ai,text-to-image,phrase,medium,1,13,16,STAGE04_WORD2VEC,STAGE04_WORD2VEC:16,AI application;AI model;AI models;GPT-3;GPT-4;Generative AI models;Generative AI technology;Generative AI tools;LLM;artificial intelligence technology;generative artificial intelligence;large language models;reinforcement learning,Stage 04 Word2Vec reviewed expansion; seed_count=13; best_rank=13; max_similarity=0.737531; mean_similarity=0.676579; review_decision=accept
ai_activity;ai_methods;ai_technology;automation_robotics;core_ai;gen_ai,conversational ai,phrase,medium,1,12,940,STAGE04_WORD2VEC,STAGE04_WORD2VEC:940,AI capabilities;AI solutions;AI technologies;AI technology;Generative AI;Generative AI technology;NLP;artificial intelligence;generative artificial intelligence;large language models;natural language processing;robotic process automation,Stage 04 Word2Vec reviewed expansion; seed_count=12; best_rank=6; max_similarity=0.772963; mean_similarity=0.702021; review_decision=accept
ai_methods;ai_technology;core_ai,natural-language,phrase,medium,1,12,11,STAGE04_WORD2VEC,STAGE04_WORD2VEC:11,AI technologies;AI technology;NLP;artificial intelligence;artificial intelligence technologies;artificial intelligence technology;computer vision;deep learning;image recognition;machine learning;natural language processing;supervised learning,Stage 04 Word2Vec reviewed expansion; seed_count=12; best_rank=11; max_similarity=0.728972; mean_similarity=0.697694; review_decision=accept
