concept_group,seed_term,seed_key,seed_priority,query_status,neighbor_rank,neighbor_token,neighbor_term,similarity,neighbor_count
ai_activity,AI adoption,ai_adoption,high,exact_key,3,post-pc_era,post-pc era,0.631645,46
ai_activity,AI adoption,ai_adoption,high,exact_key,4,compute-intensive_workloads,compute-intensive workloads,0.627114,17
ai_activity,AI adoption,ai_adoption,high,exact_key,5,recommendators,recommendators,0.624145,9
ai_activity,AI adoption,ai_adoption,high,exact_key,6,gen_ai,gen ai,0.617332,2739
ai_activity,AI adoption,ai_adoption,high,exact_key,7,generative_artificial_intelligence,generative artificial intelligence,0.612487,95
ai_activity,AI adoption,ai_adoption,high,exact_key,8,ai_applications,ai applications,0.607997,1119
ai_activity,AI adoption,ai_adoption,high,exact_key,9,ai_solutions,ai solutions,0.597583,1129
ai_activity,AI adoption,ai_adoption,high,exact_key,10,datafication,datafication,0.591967,35
ai_activity,AI adoption,ai_adoption,high,exact_key,11,public-cloud,public-cloud,0.591159,16
ai_activity,AI adoption,ai_adoption,high,exact_key,12,cloud_computing,cloud computing,0.590160,13029
ai_activity,AI adoption,ai_adoption,high,exact_key,13,ai-centric,ai-centric,0.588622,76
ai_activity,AI adoption,ai_adoption,high,exact_key,14,ai-oriented,ai-oriented,0.588322,32
ai_activity,AI adoption,ai_adoption,high,exact_key,15,nvidia-accelerated,nvidia-accelerated,0.587402,13
ai_activity,AI adoption,ai_adoption,high,exact_key,16,data-intensive_applications,data-intensive applications,0.586016,102
ai_activity,AI adoption,ai_adoption,high,exact_key,17,ai-only,ai-only,0.585625,10
ai_activity,AI adoption,ai_adoption,high,exact_key,18,high-performance_computing,high-performance computing,0.584332,3856
ai_activity,AI adoption,ai_adoption,high,exact_key,19,in-memory_compute,in-memory compute,0.583645,26
ai_activity,AI adoption,ai_adoption,high,exact_key,20,data-intensive_workloads,data-intensive workloads,0.583033,73
ai_activity,AI adoption,ai_adoption,high,exact_key,21,modelops,modelops,0.582865,13
ai_activity,AI adoption,ai_adoption,high,exact_key,22,chatgpts,chatgpts,0.582041,13
ai_activity,AI adoption,ai_adoption,high,exact_key,23,jni,jni,0.581908,38
ai_activity,AI adoption,ai_adoption,high,exact_key,24,aigc-related,aigc-related,0.581563,10
ai_activity,AI adoption,ai_adoption,high,exact_key,25,third-platform,third-platform,0.580174,19
ai_activity,AI adoption,ai_adoption,high,exact_key,26,edge_computing,edge computing,0.578645,2719
ai_activity,AI adoption,ai_adoption,high,exact_key,27,cloud-led,cloud-led,0.577818,51
ai_activity,AI adoption,ai_adoption,high,exact_key,28,instinct_accelerators,instinct accelerators,0.577348,12
ai_activity,AI adoption,ai_adoption,high,exact_key,29,generative_ai-related,generative ai-related,0.576981,25
ai_activity,AI adoption,ai_adoption,high,exact_key,30,chatgpt_et_cetera,chatgpt et cetera,0.575922,18
ai_activity,AI adoption,ai_adoption,high,exact_key,31,ai_implementation,ai implementation,0.573911,41
ai_activity,AI adoption,ai_adoption,high,exact_key,32,all-wireless_workplace,all-wireless workplace,0.573731,25
ai_activity,AI adoption,ai_adoption,high,exact_key,33,genai,genai,0.573627,1624
ai_activity,AI adoption,ai_adoption,high,exact_key,34,internet-of-things,internet-of-things,0.572659,109
ai_activity,AI adoption,ai_adoption,high,exact_key,35,post-meaningful,post-meaningful,0.571999,13
ai_activity,AI adoption,ai_adoption,high,exact_key,36,ai_inferencing,ai inferencing,0.570320,84
ai_activity,AI adoption,ai_adoption,high,exact_key,37,everything-as-a-service,everything-as-a-service,0.569953,41
ai_activity,AI adoption,ai_adoption,high,exact_key,38,serverless_computing,serverless computing,0.569154,61
ai_activity,AI adoption,ai_adoption,high,exact_key,39,ai's,ai's,0.566913,326
ai_activity,AI adoption,ai_adoption,high,exact_key,40,fpga-as-a-service,fpga-as-a-service,0.566506,7
ai_activity,AI adoption,ai_adoption,high,exact_key,41,gen-ai,gen-ai,0.566325,54
ai_activity,AI adoption,ai_adoption,high,exact_key,42,consumerization,consumerization,0.564723,1039
ai_activity,AI adoption,ai_adoption,high,exact_key,43,ai-focused,ai-focused,0.563788,86
ai_activity,AI adoption,ai_adoption,high,exact_key,44,hypermodal,hypermodal,0.563622,5
ai_activity,AI adoption,ai_adoption,high,exact_key,45,mobile-cloud,mobile-cloud,0.563579,7
ai_activity,AI adoption,ai_adoption,high,exact_key,46,multi-cloud_architectures,multi-cloud architectures,0.563419,51
ai_activity,AI adoption,ai_adoption,high,exact_key,47,generative_ai_technology,generative ai technology,0.562506,143
ai_activity,AI adoption,ai_adoption,high,exact_key,48,ai-native,ai-native,0.562393,39
ai_activity,AI adoption,ai_adoption,high,exact_key,49,ai-dedicated,ai-dedicated,0.561181,7
ai_activity,AI adoption,ai_adoption,high,exact_key,50,dev_secops,dev secops,0.560802,11
ai_activity,Artificial intelligence adoption,artificial_intelligence_adoption,medium,exact_key,1,mcvp,mcvp,0.792605,5
ai_activity,Artificial intelligence adoption,artificial_intelligence_adoption,medium,exact_key,2,c-a-s-e,c-a-s-e,0.769927,5
ai_activity,Artificial intelligence adoption,artificial_intelligence_adoption,medium,exact_key,3,open-technology,open-technology,0.767448,5
ai_activity,Artificial intelligence adoption,artificial_intelligence_adoption,medium,exact_key,4,computing-driven,computing-driven,0.766451,5
ai_activity,Artificial intelligence adoption,artificial_intelligence_adoption,medium,exact_key,5,competitive-edge,competitive-edge,0.766446,6
ai_activity,Artificial intelligence adoption,artificial_intelligence_adoption,medium,exact_key,6,autonomy-related,autonomy-related,0.765359,5
ai_activity,Artificial intelligence adoption,artificial_intelligence_adoption,medium,exact_key,7,xaas,xaas,0.763831,6
ai_activity,Artificial intelligence adoption,artificial_intelligence_adoption,medium,exact_key,8,sensor-agnostic,sensor-agnostic,0.761708,9
ai_activity,Artificial intelligence adoption,artificial_intelligence_adoption,medium,exact_key,9,driving-assist,driving-assist,0.761526,5
ai_activity,Artificial intelligence adoption,artificial_intelligence_adoption,medium,exact_key,10,voicification,voicification,0.758706,5
ai_activity,Artificial intelligence adoption,artificial_intelligence_adoption,medium,exact_key,11,robotaxi-type,robotaxi-type,0.757429,5
ai_activity,Artificial intelligence adoption,artificial_intelligence_adoption,medium,exact_key,12,hyper-conversion,hyper-conversion,0.753960,5
ai_activity,Artificial intelligence adoption,artificial_intelligence_adoption,medium,exact_key,13,future-connected,future-connected,0.753388,5
ai_activity,Artificial intelligence adoption,artificial_intelligence_adoption,medium,exact_key,14,software-integrated,software-integrated,0.752453,6
ai_activity,Artificial intelligence adoption,artificial_intelligence_adoption,medium,exact_key,15,cross-vehicle,cross-vehicle,0.751847,6
ai_activity,Artificial intelligence adoption,artificial_intelligence_adoption,medium,exact_key,16,zonal-based,zonal-based,0.751670,5
ai_activity,Artificial intelligence adoption,artificial_intelligence_adoption,medium,exact_key,17,self-growing,self-growing,0.751541,6
ai_activity,Artificial intelligence adoption,artificial_intelligence_adoption,medium,exact_key,18,eco-platform,eco-platform,0.751197,7
ai_activity,Artificial intelligence adoption,artificial_intelligence_adoption,medium,exact_key,19,electronization,electronization,0.747237,6
ai_activity,Artificial intelligence adoption,artificial_intelligence_adoption,medium,exact_key,20,ml-type,ml-type,0.745792,6
ai_activity,Artificial intelligence adoption,artificial_intelligence_adoption,medium,exact_key,21,connectivity-as-a-service,connectivity-as-a-service,0.744191,5
ai_activity,Artificial intelligence adoption,artificial_intelligence_adoption,medium,exact_key,22,auto-qualify,auto-qualify,0.742436,5
ai_activity,Artificial intelligence adoption,artificial_intelligence_adoption,medium,exact_key,23,drivetrain-agnostic,drivetrain-agnostic,0.741884,5
ai_activity,Artificial intelligence adoption,artificial_intelligence_adoption,medium,exact_key,24,hyperscale-like,hyperscale-like,0.740288,7
ai_activity,Artificial intelligence adoption,artificial_intelligence_adoption,medium,exact_key,25,e02,e02,0.738553,7
ai_activity,Artificial intelligence adoption,artificial_intelligence_adoption,medium,exact_key,26,future-defining,future-defining,0.737879,11
ai_activity,Artificial intelligence adoption,artificial_intelligence_adoption,medium,exact_key,27,autoscript,autoscript,0.736717,5
ai_activity,Artificial intelligence adoption,artificial_intelligence_adoption,medium,exact_key,28,battery-centric,battery-centric,0.736501,9
ai_activity,Artificial intelligence adoption,artificial_intelligence_adoption,medium,exact_key,29,diimos,diimos,0.736383,9
ai_activity,Artificial intelligence adoption,artificial_intelligence_adoption,medium,exact_key,30,visibilityiq,visibilityiq,0.735987,5
ai_activity,Artificial intelligence adoption,artificial_intelligence_adoption,medium,exact_key,31,society-related,society-related,0.735898,9
ai_activity,Artificial intelligence adoption,artificial_intelligence_adoption,medium,exact_key,32,single-scale,single-scale,0.735875,5
ai_activity,Artificial intelligence adoption,artificial_intelligence_adoption,medium,exact_key,33,compute-hungry,compute-hungry,0.735770,5
ai_activity,Artificial intelligence adoption,artificial_intelligence_adoption,medium,exact_key,34,nonautomobile,nonautomobile,0.735155,5
ai_activity,Artificial intelligence adoption,artificial_intelligence_adoption,medium,exact_key,35,ever-advancing,ever-advancing,0.735114,8
ai_activity,Artificial intelligence adoption,artificial_intelligence_adoption,medium,exact_key,36,penteon,penteon,0.734844,5
ai_activity,Artificial intelligence adoption,artificial_intelligence_adoption,medium,exact_key,37,data-light,data-light,0.734810,5
ai_activity,Artificial intelligence adoption,artificial_intelligence_adoption,medium,exact_key,38,ipodwdm,ipodwdm,0.734371,6
ai_activity,Artificial intelligence adoption,artificial_intelligence_adoption,medium,exact_key,39,multi-llm,multi-llm,0.734360,5
ai_activity,Artificial intelligence adoption,artificial_intelligence_adoption,medium,exact_key,40,coop-petition,coop-petition,0.734235,5
ai_activity,Artificial intelligence adoption,artificial_intelligence_adoption,medium,exact_key,41,mobile-centered,mobile-centered,0.734205,5
ai_activity,Artificial intelligence adoption,artificial_intelligence_adoption,medium,exact_key,42,service-lead,service-lead,0.734072,6
ai_activity,Artificial intelligence adoption,artificial_intelligence_adoption,medium,exact_key,43,nxp-based,nxp-based,0.733994,5
ai_activity,Artificial intelligence adoption,artificial_intelligence_adoption,medium,exact_key,44,predict+,predict+,0.733449,5
ai_activity,Artificial intelligence adoption,artificial_intelligence_adoption,medium,exact_key,45,bev-dedicated,bev-dedicated,0.732981,5
ai_activity,Artificial intelligence adoption,artificial_intelligence_adoption,medium,exact_key,46,asuv,asuv,0.732601,5
ai_activity,Artificial intelligence adoption,artificial_intelligence_adoption,medium,exact_key,47,insights-as-a-service,insights-as-a-service,0.731204,5
ai_activity,Artificial intelligence adoption,artificial_intelligence_adoption,medium,exact_key,48,micro-transit,micro-transit,0.730396,6
ai_activity,Artificial intelligence adoption,artificial_intelligence_adoption,medium,exact_key,49,caresphere,caresphere,0.730198,6
ai_activity,Artificial intelligence adoption,artificial_intelligence_adoption,medium,exact_key,50,connected-car,connected-car,0.730029,18
ai_activity,AI implementation,ai_implementation,medium,exact_key,1,dev_secops,dev secops,0.656453,11
ai_activity,AI implementation,ai_implementation,medium,exact_key,2,cxaas,cxaas,0.649225,5
ai_activity,AI implementation,ai_implementation,medium,exact_key,3,ai-augmented,ai-augmented,0.644230,7
ai_activity,AI implementation,ai_implementation,medium,exact_key,4,modelops,modelops,0.635572,13
ai_activity,AI implementation,ai_implementation,medium,exact_key,5,information-led,information-led,0.628273,9
ai_activity,AI implementation,ai_implementation,medium,exact_key,6,exponentialize,exponentialize,0.626692,5
ai_activity,AI implementation,ai_implementation,medium,exact_key,7,cybersecurists,cybersecurists,0.620132,6
ai_activity,AI implementation,ai_implementation,medium,exact_key,8,devsecop,devsecop,0.619836,10
ai_activity,AI implementation,ai_implementation,medium,exact_key,9,mfdm,mfdm,0.619521,10
ai_activity,AI implementation,ai_implementation,medium,exact_key,10,chatgpt-type,chatgpt-type,0.617802,6
ai_activity,AI implementation,ai_implementation,medium,exact_key,11,hyperautomation,hyperautomation,0.617546,119
ai_activity,AI implementation,ai_implementation,medium,exact_key,12,modelserve,modelserve,0.617490,5
ai_activity,AI implementation,ai_implementation,medium,exact_key,13,multi-llm,multi-llm,0.616544,5
ai_activity,AI implementation,ai_implementation,medium,exact_key,14,noops,noops,0.612158,7
ai_activity,AI implementation,ai_implementation,medium,exact_key,15,self-optimize,self-optimize,0.611748,9
ai_activity,AI implementation,ai_implementation,medium,exact_key,16,wipro_fullstride,wipro fullstride,0.611402,13
ai_activity,AI implementation,ai_implementation,medium,exact_key,17,f2b,f2b,0.610690,5
ai_activity,AI implementation,ai_implementation,medium,exact_key,18,digital-enablement,digital-enablement,0.609648,5
ai_activity,AI implementation,ai_implementation,medium,exact_key,19,front2back,front2back,0.609600,12
ai_activity,AI implementation,ai_implementation,medium,exact_key,20,diimos,diimos,0.609141,9
ai_activity,AI implementation,ai_implementation,medium,exact_key,21,hypermodal,hypermodal,0.607532,5
ai_activity,AI implementation,ai_implementation,medium,exact_key,22,devsec,devsec,0.607521,6
ai_activity,AI implementation,ai_implementation,medium,exact_key,23,automation-first,automation-first,0.606153,9
ai_activity,AI implementation,ai_implementation,medium,exact_key,24,intuition-based,intuition-based,0.605182,9
ai_activity,AI implementation,ai_implementation,medium,exact_key,25,fullstride_cloud,fullstride cloud,0.605098,5
ai_activity,AI implementation,ai_implementation,medium,exact_key,26,mynav,mynav,0.603361,5
ai_activity,AI implementation,ai_implementation,medium,exact_key,27,workflow-type,workflow-type,0.603003,11
ai_activity,AI implementation,ai_implementation,medium,exact_key,28,experience-as-a-service,experience-as-a-service,0.601558,6
ai_activity,AI implementation,ai_implementation,medium,exact_key,29,unify360,unify360,0.600785,8
ai_activity,AI implementation,ai_implementation,medium,exact_key,30,software-as-a-product,software-as-a-product,0.600530,5
ai_activity,AI implementation,ai_implementation,medium,exact_key,31,ai+,ai+,0.600129,19
ai_activity,AI implementation,ai_implementation,medium,exact_key,32,business-process-as-a-service,business-process-as-a-service,0.598147,11
ai_activity,AI implementation,ai_implementation,medium,exact_key,33,human-center,human-center,0.596992,5
ai_activity,AI implementation,ai_implementation,medium,exact_key,34,fluidtrend,fluidtrend,0.596021,5
ai_activity,AI implementation,ai_implementation,medium,exact_key,35,isaas,isaas,0.595579,20
ai_activity,AI implementation,ai_implementation,medium,exact_key,36,serverization,serverization,0.595512,16
ai_activity,AI implementation,ai_implementation,medium,exact_key,37,messaging-only,messaging-only,0.594262,7
ai_activity,AI implementation,ai_implementation,medium,exact_key,38,apixio's,apixio's,0.594040,5
ai_activity,AI implementation,ai_implementation,medium,exact_key,39,biosimulytics,biosimulytics,0.592931,7
ai_activity,AI implementation,ai_implementation,medium,exact_key,40,ai-enriched,ai-enriched,0.592206,9
ai_activity,AI implementation,ai_implementation,medium,exact_key,41,genai-based,genai-based,0.591913,9
ai_activity,AI implementation,ai_implementation,medium,exact_key,42,devops_et_cetera,devops et cetera,0.591763,13
ai_activity,AI implementation,ai_implementation,medium,exact_key,43,transformation_et_cetera,transformation et cetera,0.591746,56
ai_activity,AI implementation,ai_implementation,medium,exact_key,44,bimify,bimify,0.591660,7
ai_activity,AI implementation,ai_implementation,medium,exact_key,45,intellicyient,intellicyient,0.591435,6
ai_activity,AI implementation,ai_implementation,medium,exact_key,46,product-enabled,product-enabled,0.591312,11
ai_activity,AI implementation,ai_implementation,medium,exact_key,47,autoscale,autoscale,0.590839,6
ai_activity,AI implementation,ai_implementation,medium,exact_key,48,erp-led,erp-led,0.589975,13
ai_activity,AI implementation,ai_implementation,medium,exact_key,49,mindware,mindware,0.589925,5
ai_activity,AI implementation,ai_implementation,medium,exact_key,50,nwdaf,nwdaf,0.589246,8
ai_activity,AI integration,ai_integration,medium,exact_key,1,ai-empowered,ai-empowered,0.700736,35
ai_activity,AI integration,ai_integration,medium,exact_key,2,human-machine,human-machine,0.678897,17
ai_activity,AI integration,ai_integration,medium,exact_key,3,multi-assistant,multi-assistant,0.676544,7
ai_activity,AI integration,ai_integration,medium,exact_key,4,magnifai,magnifai,0.675293,27
ai_activity,AI integration,ai_integration,medium,exact_key,5,voice-assist,voice-assist,0.673728,8
ai_activity,AI integration,ai_integration,medium,exact_key,6,vui,vui,0.671940,21
ai_activity,AI integration,ai_integration,medium,exact_key,7,arbguard,arbguard,0.671153,19
ai_activity,AI integration,ai_integration,medium,exact_key,8,stla_smartcockpit,stla smartcockpit,0.669980,16
ai_activity,AI integration,ai_integration,medium,exact_key,9,ai-driven,ai-driven,0.668979,2791
ai_activity,AI integration,ai_integration,medium,exact_key,10,artificial_intelligence-powered,artificial intelligence-powered,0.667559,50
ai_activity,AI integration,ai_integration,medium,exact_key,11,deepsearch,deepsearch,0.663294,6
ai_activity,AI integration,ai_integration,medium,exact_key,12,ai-enriched,ai-enriched,0.661151,9
ai_activity,AI integration,ai_integration,medium,exact_key,13,deep_learning-based,deep learning-based,0.659662,39
ai_activity,AI integration,ai_integration,medium,exact_key,14,ai_technologies,ai technologies,0.659545,964
ai_activity,AI integration,ai_integration,medium,exact_key,15,ml-enabled,ml-enabled,0.659358,10
ai_activity,AI integration,ai_integration,medium,exact_key,16,ai_technology,ai technology,0.659114,2546
ai_activity,AI integration,ai_integration,medium,exact_key,17,soundhound_chat_ai,soundhound chat ai,0.658644,16
ai_activity,AI integration,ai_integration,medium,exact_key,18,ai-based,ai-based,0.658488,2295
ai_activity,AI integration,ai_integration,medium,exact_key,19,google's_tensorflow,google's tensorflow,0.658198,18
ai_activity,AI integration,ai_integration,medium,exact_key,20,ai-enabled,ai-enabled,0.657937,1198
ai_activity,AI integration,ai_integration,medium,exact_key,21,genai-powered,genai-powered,0.657460,14
ai_activity,AI integration,ai_integration,medium,exact_key,22,ai-powered,ai-powered,0.657439,2339
ai_activity,AI integration,ai_integration,medium,exact_key,23,machine-learning-driven,machine-learning-driven,0.656754,9
ai_activity,AI integration,ai_integration,medium,exact_key,24,computer-vision,computer-vision,0.656331,8
ai_activity,AI integration,ai_integration,medium,exact_key,25,ai-guided,ai-guided,0.656044,24
ai_activity,AI integration,ai_integration,medium,exact_key,26,ai-enhanced,ai-enhanced,0.655361,101
ai_activity,AI integration,ai_integration,medium,exact_key,27,drive360,drive360,0.654869,7
ai_activity,AI integration,ai_integration,medium,exact_key,28,cainet,cainet,0.654797,6
ai_activity,AI integration,ai_integration,medium,exact_key,29,ai_capabilities,ai capabilities,0.653191,2400
ai_activity,AI integration,ai_integration,medium,exact_key,30,ilabs,ilabs,0.652954,21
ai_activity,AI integration,ai_integration,medium,exact_key,31,stm32cube,stm32cube,0.650452,15
ai_activity,AI integration,ai_integration,medium,exact_key,32,vehicle-to-everything,vehicle-to-everything,0.650098,22
ai_activity,AI integration,ai_integration,medium,exact_key,33,ml-powered,ml-powered,0.649824,24
ai_activity,AI integration,ai_integration,medium,exact_key,34,cloud-to-car,cloud-to-car,0.649199,6
ai_activity,AI integration,ai_integration,medium,exact_key,35,language-centric,language-centric,0.648984,18
ai_activity,AI integration,ai_integration,medium,exact_key,36,path-planning,path-planning,0.648537,8
ai_activity,AI integration,ai_integration,medium,exact_key,37,generative_ai-powered,generative ai-powered,0.648199,59
ai_activity,AI integration,ai_integration,medium,exact_key,38,modelops,modelops,0.648082,13
ai_activity,AI integration,ai_integration,medium,exact_key,39,ai-based_algorithms,ai-based algorithms,0.647510,36
ai_activity,AI integration,ai_integration,medium,exact_key,40,deepui,deepui,0.647098,7
ai_activity,AI integration,ai_integration,medium,exact_key,41,carecloud_conductor,carecloud conductor,0.646899,12
ai_activity,AI integration,ai_integration,medium,exact_key,42,ai,ai,0.645811,123783
ai_activity,AI integration,ai_integration,medium,exact_key,43,generative_ai-enabled,generative ai-enabled,0.644696,14
ai_activity,AI integration,ai_integration,medium,exact_key,44,headset-based,headset-based,0.643746,5
ai_activity,AI integration,ai_integration,medium,exact_key,45,artificial_intelligence-driven,artificial intelligence-driven,0.643270,101
ai_activity,AI integration,ai_integration,medium,exact_key,46,avigilon's,avigilon's,0.642884,9
ai_activity,AI integration,ai_integration,medium,exact_key,47,ai-backed,ai-backed,0.642832,40
ai_activity,AI integration,ai_integration,medium,exact_key,48,pindrop,pindrop,0.641920,14
ai_activity,AI integration,ai_integration,medium,exact_key,49,ml-driven,ml-driven,0.641229,28
ai_activity,AI integration,ai_integration,medium,exact_key,50,moovit's,moovit's,0.641185,10
ai_activity,AI capabilities,ai_capabilities,medium,exact_key,1,ai_technologies,ai technologies,0.857393,964
ai_activity,AI capabilities,ai_capabilities,medium,exact_key,2,ai_technology,ai technology,0.846276,2546
ai_activity,AI capabilities,ai_capabilities,medium,exact_key,3,machine_learning,machine learning,0.833949,28913
ai_activity,AI capabilities,ai_capabilities,medium,exact_key,4,ai,ai,0.830424,123783
ai_activity,AI capabilities,ai_capabilities,medium,exact_key,5,ai_solutions,ai solutions,0.818149,1129
ai_activity,AI capabilities,ai_capabilities,medium,exact_key,6,ai_tools,ai tools,0.813444,1086
ai_activity,AI capabilities,ai_capabilities,medium,exact_key,7,artificial_intelligence,artificial intelligence,0.807358,24196
ai_activity,AI capabilities,ai_capabilities,medium,exact_key,8,ai-powered,ai-powered,0.798902,2339
ai_activity,AI capabilities,ai_capabilities,medium,exact_key,9,ai_ml,ai ml,0.787715,1542
ai_activity,AI capabilities,ai_capabilities,medium,exact_key,10,ai-enabled,ai-enabled,0.785679,1198
ai_activity,AI capabilities,ai_capabilities,medium,exact_key,11,generative_ai,generative ai,0.785246,12235
ai_activity,AI capabilities,ai_capabilities,medium,exact_key,12,ai-based,ai-based,0.781161,2295
ai_activity,AI capabilities,ai_capabilities,medium,exact_key,13,natural_language_processing,natural language processing,0.772160,1653
ai_activity,AI capabilities,ai_capabilities,medium,exact_key,14,artificial_intelligence_machine_learning,artificial intelligence machine learning,0.763996,767
ai_activity,AI capabilities,ai_capabilities,medium,exact_key,15,large_language_models,large language models,0.763733,2463
ai_activity,AI capabilities,ai_capabilities,medium,exact_key,16,ai_models,ai models,0.754258,1592
ai_activity,AI capabilities,ai_capabilities,medium,exact_key,17,conversational_ai,conversational ai,0.749944,940
ai_activity,AI capabilities,ai_capabilities,medium,exact_key,18,ai-driven,ai-driven,0.748729,2791
ai_activity,AI capabilities,ai_capabilities,medium,exact_key,19,gen_ai,gen ai,0.746071,2739
ai_activity,AI capabilities,ai_capabilities,medium,exact_key,20,machine-learning,machine-learning,0.745053,498
ai_activity,AI capabilities,ai_capabilities,medium,exact_key,21,ai_applications,ai applications,0.743730,1119
ai_activity,AI capabilities,ai_capabilities,medium,exact_key,22,machine_learning_algorithms,machine learning algorithms,0.734917,952
ai_activity,AI capabilities,ai_capabilities,medium,exact_key,23,analytics,analytics,0.732263,167362
ai_activity,AI capabilities,ai_capabilities,medium,exact_key,24,deep_learning,deep learning,0.725518,4131
ai_activity,AI capabilities,ai_capabilities,medium,exact_key,25,generative_ai_technology,generative ai technology,0.723928,143
ai_activity,AI capabilities,ai_capabilities,medium,exact_key,26,analytic,analytic,0.716655,12871
ai_activity,AI capabilities,ai_capabilities,medium,exact_key,27,genai,genai,0.713205,1624
ai_activity,AI capabilities,ai_capabilities,medium,exact_key,28,computer_vision,computer vision,0.709122,2989
ai_activity,AI capabilities,ai_capabilities,medium,exact_key,29,llm-based,llm-based,0.708557,12
ai_activity,AI capabilities,ai_capabilities,medium,exact_key,30,predictive_analytics,predictive analytics,0.707642,4829
ai_activity,AI capabilities,ai_capabilities,medium,exact_key,31,llms,llms,0.706063,804
ai_activity,AI capabilities,ai_capabilities,medium,exact_key,32,artificial_intelligence_technologies,artificial intelligence technologies,0.704788,110
ai_activity,AI capabilities,ai_capabilities,medium,exact_key,33,copilot,copilot,0.703280,1597
ai_activity,AI capabilities,ai_capabilities,medium,exact_key,34,capabilities,capabilities,0.703030,639328
ai_activity,AI capabilities,ai_capabilities,medium,exact_key,35,generative_ai_technologies,generative ai technologies,0.702047,71
ai_activity,AI capabilities,ai_capabilities,medium,exact_key,36,cognitive_computing,cognitive computing,0.701437,325
ai_activity,AI capabilities,ai_capabilities,medium,exact_key,37,llm,llm,0.698550,1302
ai_activity,AI capabilities,ai_capabilities,medium,exact_key,38,algorithms,algorithms,0.698047,23714
ai_activity,AI capabilities,ai_capabilities,medium,exact_key,39,artificial_intelligence_technology,artificial intelligence technology,0.697625,216
ai_activity,AI capabilities,ai_capabilities,medium,exact_key,40,ai+,ai+,0.694655,19
ai_activity,AI capabilities,ai_capabilities,medium,exact_key,41,conversational,conversational,0.688607,2051
ai_activity,AI capabilities,ai_capabilities,medium,exact_key,42,generative_artificial_intelligence,generative artificial intelligence,0.685076,95
ai_activity,AI capabilities,ai_capabilities,medium,exact_key,43,machine_learning-driven,machine learning-driven,0.684595,74
ai_activity,AI capabilities,ai_capabilities,medium,exact_key,44,large_language_model,large language model,0.683974,1017
ai_activity,AI capabilities,ai_capabilities,medium,exact_key,45,generative_ai-powered,generative ai-powered,0.683879,59
ai_activity,AI capabilities,ai_capabilities,medium,exact_key,46,modelops,modelops,0.683527,13
ai_activity,AI capabilities,ai_capabilities,medium,exact_key,47,aiml,aiml,0.683096,311
ai_activity,AI capabilities,ai_capabilities,medium,exact_key,48,adobe_sensei,adobe sensei,0.682857,108
ai_activity,AI capabilities,ai_capabilities,medium,exact_key,49,machine_learning-based,machine learning-based,0.682309,309
ai_activity,AI capabilities,ai_capabilities,medium,exact_key,50,workflows,workflows,0.678242,19859
ai_activity,AI solutions,ai_solutions,medium,exact_key,1,ai_technologies,ai technologies,0.818232,964
ai_activity,AI solutions,ai_solutions,medium,exact_key,2,ai_capabilities,ai capabilities,0.818149,2400
ai_activity,AI solutions,ai_solutions,medium,exact_key,3,ai,ai,0.815972,123783
ai_activity,AI solutions,ai_solutions,medium,exact_key,4,ai_applications,ai applications,0.803581,1119
ai_activity,AI solutions,ai_solutions,medium,exact_key,5,ai_technology,ai technology,0.792810,2546
ai_activity,AI solutions,ai_solutions,medium,exact_key,6,generative_ai,generative ai,0.781902,12235
ai_activity,AI solutions,ai_solutions,medium,exact_key,7,ai_tools,ai tools,0.764353,1086
ai_activity,AI solutions,ai_solutions,medium,exact_key,8,artificial_intelligence,artificial intelligence,0.748404,24196
ai_activity,AI solutions,ai_solutions,medium,exact_key,9,ai_models,ai models,0.744130,1592
ai_activity,AI solutions,ai_solutions,medium,exact_key,10,large_language_models,large language models,0.741834,2463
ai_activity,AI solutions,ai_solutions,medium,exact_key,11,gen_ai,gen ai,0.740880,2739
ai_activity,AI solutions,ai_solutions,medium,exact_key,12,ai-enabled,ai-enabled,0.738050,1198
ai_activity,AI solutions,ai_solutions,medium,exact_key,13,ai_ml,ai ml,0.735201,1542
ai_activity,AI solutions,ai_solutions,medium,exact_key,14,ai-based,ai-based,0.733501,2295
ai_activity,AI solutions,ai_solutions,medium,exact_key,15,ai-powered,ai-powered,0.731270,2339
ai_activity,AI solutions,ai_solutions,medium,exact_key,16,machine_learning,machine learning,0.721847,28913
ai_activity,AI solutions,ai_solutions,medium,exact_key,17,ai+,ai+,0.719217,19
ai_activity,AI solutions,ai_solutions,medium,exact_key,18,genai,genai,0.718670,1624
ai_activity,AI solutions,ai_solutions,medium,exact_key,19,artificial_intelligence_machine_learning,artificial intelligence machine learning,0.716450,767
ai_activity,AI solutions,ai_solutions,medium,exact_key,20,ai-driven,ai-driven,0.712783,2791
ai_activity,AI solutions,ai_solutions,medium,exact_key,21,generative_ai_technologies,generative ai technologies,0.705916,71
ai_activity,AI solutions,ai_solutions,medium,exact_key,22,ai_application,ai application,0.703637,387
ai_activity,AI solutions,ai_solutions,medium,exact_key,23,generative_ai_models,generative ai models,0.701662,164
ai_activity,AI solutions,ai_solutions,medium,exact_key,24,generative_ai_technology,generative ai technology,0.694350,143
ai_activity,AI solutions,ai_solutions,medium,exact_key,25,large_language_model,large language model,0.694334,1017
ai_activity,AI solutions,ai_solutions,medium,exact_key,26,llms,llms,0.693968,804
